,Subject,date_published,verified,review_text,type_of_traveller,seat_type,route,date_flown,value_for_money,recommended,aircraft,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity
53,south-african-airways,2015-01-08 00:10:00,,"Gaborone to Johannesburg was a very small aircraft, which doesn't suprise me. Flight time was an hour and 15 mins. Food service was very good and staff was very friendly. No inflight entertainment except for magazines. Overally, it was a decent South African Airways flight.",Solo Leisure,Economy Class,Gaborone to Johannesburg,June 2015,3.0,yes,,3.0,5.0,5.0,5.0,,
54,south-african-airways,2015-01-05 00:10:00,,"Flew South African Airways from Johannesburg to Lagos on 19th September and returned 23 September. Flight left on time arrived a little early both destination. Food was good. My rating is for based on my return flight, I did not feel well during the last few hours of the flight and the crew let me sit on their seats where the temperature was not as hot as in the cabin and the provided me water etc. They let me sit there until we were almost landing and I began to feel much better. They were very concerned and helpful and I am really grateful for their assistance.",Business,Economy Class,Johannesburg to Lagos,September 2015,5.0,yes,A340-600,4.0,5.0,4.0,4.0,4.0,
55,south-african-airways,2015-01-02 00:10:00,,"After using South African Airways it is my intention never to fly with them again. We had two return seats confirmed together, although these were in the middle, they were an aisle seat and the one adjacent. However we were then bumped and put in the two middle ones. The person who was sitting on the aisle was so large she should have been compelled to buy two seats. As an example of her size she had to get an extension on the seat belt and her fat extended over and under the armrest. I felt compelled to move which put me in an awkward position, added to which the dirty looks I got from the poor souls who thought they had an empty seat next to them was very uncomfortable.",Couple Leisure,Economy Class,Johannesburg to London,September 2015,1.0,no,,1.0,2.0,1.0,1.0,2.0,
56,south-african-airways,2015-01-02 00:10:00,,"I have flown this route twice in the past year, and overall the impression of SAA is negative, mainly because of cabin crew. Most of them are just there for the ride, and the fact that they have to work makes them grumpy. I saw crew member being rude to passengers, even for simple requests. They did not do drinks runs during the night. If you go to the rear galley for a drink in the night, you may find a crew member sitting on the floor reading a newspaper, and it is a chore for them to provide a drink. IFE moving map did not work and IFE selection was very limited.",Solo Leisure,Economy Class,AUH to JNB,September 2015,2.0,no,A330-200,3.0,1.0,2.0,4.0,1.0,
57,south-african-airways,2015-01-24 00:09:00,,"South African Airways would not let me book a seat until I got to the airport. My seat was cramped and uncomfortable in a packed plane, and the inflight entertainment did not work for the whole flight. The flight attendants were unhelpful, and one was nasty when I asked for my pre-ordered vegetarian breakfast (which they had given to someone else). The planes there and back were old with many things which did not function.",Business,Economy Class,JFK to JNB,September 2015,2.0,no,,1.0,1.0,2.0,2.0,1.0,
58,south-african-airways,2015-01-24 00:09:00,,"I flew with South African Airways yesterday (22 September) from London to Johannesburg Via London. By mistake I missed my flight and I was surprised how helpful the staff of SAA were in London. I was really worried and really didn't know what to do. But the help of the staff of SAA I felt good that I will get on the next flight back to Johannesburg. There was a group of people that worked at the boarding gate, and all of them were really nice and helped me through the situation.",Solo Leisure,Economy Class,London to Johannesburg,September 2015,4.0,yes,,5.0,5.0,5.0,5.0,4.0,
59,south-african-airways,2015-01-22 00:09:00,,"Return South African Airways flights from London to Johannesburg, both legs on an A330. The seat was spacious with plenty of legroom but it was not lie flat, and reclined to an angled incline although it was enough to get some sleep. Food and drinks were good on both legs, although I was woken up for breakfast on the return well before the advertised 45 minutes before landing. Crew friendly and attentive both legs, although the IFE is now looking somewhat antiquated.",Business,Business Class,LHR to Johannesburg,August 2015,4.0,yes,A330,4.0,5.0,4.0,4.0,2.0,
60,south-african-airways,2015-01-14 00:09:00,,"Our South African Airways flight from Dakar to Washington Dulles was scheduled to depart on August 21st at 2:05. After being in line for over 2 hours with my 4 children, we were then told that the airplane was full / overbooked.",Family Leisure,Economy Class,Dakar to Washington,August 2015,2.0,no,,2.0,4.0,4.0,1.0,,
61,south-african-airways,2015-01-07 00:09:00,,"The first impression of South African Airways was good, but after a while I didn't feel comfortable. Bathroom wasn't clean and the flush wasn't working well, sink was obstructed. Food was okay, the chicken was spicy, meat had better taste. Vegetarian meal was offered. My seat and my daughter's seat IFE screen didn't function after they rebooted the system. They had to reboot twice and still didn't work. The flight attendant could not do anything about it. They gave me the option to change place but since I was with two young kids there were not enough seats available.",Family Leisure,Economy Class,Sao Paulo to Abu Dhabi via JNB,August 2015,3.0,no,A340-600,2.0,3.0,2.0,4.0,1.0,
62,south-african-airways,2015-01-31 00:08:00,,"Very disappointed with South African Airways. Had a booked seat and unfortunately was sat on the aisle of two seats. The person next to me pulled my seat rest up got comfortable and settled down taking over half of my seat. I stood most of the night as could not wake her up or to sit down. The cabin grew saw me most of the night standing, not one of them asked if I was alright. I had such back ache and sore knees - the most awful flight ever.",Couple Leisure,Economy Class,Johannesburg to London,August 2015,3.0,no,A330,1.0,2.0,2.0,1.0,2.0,1.0
63,south-african-airways,2015-01-29 00:08:00,,"Recently flew with my 2 sons to Abu Dhabi and back, and was very disappointed with the cabin staff who were not helpful at all. Friendly service is not their strong point. My son's entertainment system was not working for most of the flight. They did not have any kids packs for them because they ""forgot to pack it"". So instead the attender brought my 3 year old son a bag from business class, which consists of a toothbrush and some socks. I'm not sure how she expected him to keep busy with that.",Family Leisure,Economy Class,Johannesburg to Abu Dhabi,August 2015,1.0,no,,2.0,1.0,2.0,2.0,1.0,
64,south-african-airways,2015-01-11 00:08:00,,"Flew SA278 JNB-AUH A330-200. IFE excellent, food quite good. Cabin crew extremely friendly and helpful.Seats very comfortable. I was disappointed that there wasn't a USB port to charge my device but overall a very pleasant experience and will fly with them again.",Family Leisure,Economy Class,Johannesburg to Abu Dhabi,August 2015,5.0,yes,A330-200,5.0,5.0,5.0,5.0,5.0,
65,south-african-airways,2015-01-07 00:08:00,,"I had booked a return to visit folks in Singapore on Etihad. Due to code-share/partnership, SAA takes care of the route between Johannesburg and Abu Dhabi. Overall the flight was average. The service was above average. I felt the stewards performed better than the stewardesses. IFE was not too bad. The only black mark was the delay of 15 minutes with no apparent reason given. I understood from a family who was dis-embarking that they missed their flight the day before mine as the gate closed early by 10 minutes and the flight departed 1 0minutes earlier (debatable as to whether that happened or just their bad timing). Inconsistencies in SAA's timing? Overall, an uneventful flight and average to above-average food and service.",Solo Leisure,Economy Class,Johannesburg to Abu Dhabi,September 2014,3.0,yes,A330-200,3.0,3.0,3.0,3.0,3.0,
66,south-african-airways,2015-01-01 00:08:00,,"The only direct flight between South Africa and South America. The seats are comfortable and recline to a flat bed. The business class section was about 50% full. However, when asked for our choice of dinner the attendant said they had only 3 servings for his side of the plane - we were in the 3rd row. The cabin crew were extremely apologetic. The inflight entertainment did not work, despite the cabin crew attempting to reboot the system. In Johannesburg my luggage could not be found,  I received my bag nearly a week later, after contacting lost baggage every day since the flight.",Couple Leisure,Business Class,Sao Paulo to Johannesburg,July 2015,1.0,no,A340-600,4.0,4.0,1.0,1.0,1.0,1.0
67,south-african-airways,2015-01-28 00:07:00,,"I thought I would treat myself and paid for an upgrade on this short internal flight. SAA airport lounge was pretty awful - little choice of snacks and no bathrooms (you had to wander down the concourse to a bathroom). On board, I asked for some sparkling wine. They had only dreadful JC le Roux. I then asked for a dry white wine. They had only a sweet Riesling. (They did find a Sauvignon Blanc in economy for me). The hot meal was passable. The seat also passable (my only joy was a small footrest). On arrival they had left my luggage in Johannesburg (I was in transit) and I was asked to wait for the last flight in when they would have my luggage. I did not want to wait 4 hours and they said they would not deliver my case so I went back the next day to pick it up. Overall, simply not worth it.",Solo Leisure,Business Class,JNB to DUR,July 2015,2.0,no,A318,3.0,3.0,2.0,1.0,,
68,south-african-airways,2015-01-14 00:07:00,,"Check-in and boarding procedures at Walvis Bay Airport ar a bit of a nightmare. The only room in the hangar which is dedicated to passengers (check-in, ticketing, security, immigration, boarding) is very small, hot and crowded. After this, the flight is smooth on a comfortable, clean plane, with acceptable albeit minimal service. Very punctual.",Couple Leisure,Economy Class,WVB to JNB,April 2015,3.0,yes,CRJ700,3.0,3.0,2.0,1.0,,
69,south-african-airways,2015-01-11 00:07:00,,"The service is exceptional - polite, efficient, and good at communicating between staff. Food is good. I am gluten free and struggle to have a decent meal aboard a flight, I'm lucky if I even get my gluten free meal at all. The meal I received on South African Airways tasted as good as a meal I'd eat at home and everything on my plate was gluten free (and dairy free, except for cheese but I didn't need to eat that). They even provided rice crackers rather than a bread roll. The meal was served just before the other passengers so there was no awkward asking if they had my requested meal. Seats were also comfy and there was plenty of leg room - even for my over 6ft tall uncle who accompanied me. Would recommend flying them and will happily do so again.",Solo Leisure,Economy Class,Harare to Ndola via Johannesburg,July 2015,5.0,yes,,4.0,5.0,5.0,3.0,,
70,south-african-airways,2015-01-25 00:05:00,,May 20 2015 - After reading the high volume of bad reviews my friends and I were concerned about flying SAA from JFK to Johannesburg. Fortunately we were pleasantly surprised! Staff were courteous and helpful. The seating was comfortable enough for my 5'10 frame. The plane was clean. The only downside was the entertainment on the flight to Johannesburg was not working but the return flight to JFK was perfect. I would fly SAA again without hesitation.,,Economy Class,,,4.0,yes,,4.0,5.0,4.0,,3.0,
71,south-african-airways,2015-01-11 00:05:00,,SA280 17/4/2015. From check-in things started to turn to custard. Check-in clerk was out of her depth. Insisted that a piece of fragile luggage went on the conveyor belts. Placed my wife and I in different rows didn't inform us we only realised once on the flight. SA280 to Perth flight attendants didn't want to know about my problem was very promptly told to go and sit down thankfully a passenger next to me was happy to move. Seats were ok aircraft was tired and overdue for a refit.,,Economy Class,,,2.0,no,,3.0,1.0,4.0,,2.0,
72,south-african-airways,2015-01-30 00:04:00,,Travelled economy between Cape Town and New York via Johannesburg. The flight to New York is one of the longest in the world - 15.5hrs. But it went by quickly and smoothly. The staff were extremely helpful provided two main meals and regular snacks and water. The seat was comfortable with good leg room. Highly recommended. Immigration in NYC Terminal 4 has improved a lot and was very quick especially if you are a regular visitor. At Jo'burg on return no lines and through to collect baggage quickly. Flight entertainment varied good size screens but some were faulty at times and system had to be re-booted occasionally. Toilet facilities kept very clean.,,Economy Class,,,5.0,yes,,5.0,5.0,5.0,,4.0,
73,south-african-airways,2015-01-19 00:04:00,,SA041 Victoria Falls to JNB. Plane arrived late at Victoria Falls but was turned around very quickly. Very friendly crew and a 3 course lunch with unlimited very good pink sparkling wine. Quite a surprise as on the outward journey last week we got 3 strange canape things made of choux pastry with chicken and one drink. Comfortable seat and smooth disembarkation at Johannesburg.,,Business Class,,,4.0,yes,,5.0,5.0,4.0,,2.0,
74,south-african-airways,2015-01-17 00:04:00,,Space was very tight. Food trays were too small and seats were very uncomfortable. Flight was very boring due to no entertainment. I'm sure SAA can do much better than this. All in all it was an okay flight. Service was alright.,,Economy Class,,,3.0,no,,2.0,4.0,2.0,,1.0,
75,south-african-airways,2015-01-12 00:04:00,,"SA204 NYC to Johannesburg on 3/30/15. Return flight Johannesburg to NYC. Just got back from a trip to South Africa with the tour company using South African Airways. My husband and I were in economy. Trip down to South Africa was OK. Flight attendants kept bathrooms clean. There was not a lot of service. If we wanted water or a snack I had to get up and get if from the galley area. The plane was very hot. There are any vents that you can regulate the amount of AC that you get. You just get the amount of AC I guess that the staff sets. Return trip on South African Air was absolutely terrible. AC was non existent must have been 80-84 degrees in the cabin I asked for more AC and I believe it did get cooler for a short time - maybe 30 mins but then back to extremely hot - absolutely no movement of air. My request for a snack for us was met by"" not now maybe in 30 mins"" even though the flight announcement said beverages and snacks were available all of the time. Attitude of some not all of the attendants was surly. They serve 2 meals - when not serving meals - they sit in the galleys and read news papers and magazines. No ice the last half of the flight. I don't think I would voluntarily fly the airline anytime in the future. The reason we were on these flights is we were part of a tour that booked our flights on SAA.",,Economy Class,,,0.0,no,,1.0,2.0,1.0,,4.0,
76,south-african-airways,2015-01-12 00:04:00,,24 Mar SA235. 7 Apr SA236. Seating was very tight for an eleven hour flight uncomfortable. Ironically after the eleven hour flight we had a two hour internal flight and the seating and leg room was much better - only a few more inches of leg room but enough to make a substantial difference.,,Economy Class,,,3.0,no,,1.0,3.0,3.0,,4.0,
77,south-african-airways,2015-01-25 00:03:00,,Airbus 330-200 Heathrow to Johannesburg then South African Express DHC-8-400 to Gaborone Botswana return SA Airlink Embraer 135 to Johannesburg and SAA Airbus Johannesburg to London. Outward London to Joburg - plane clean and on time. Seats narrow and hard. Food was good and cabin crew were efficient. SA Express from Jo'burg to Botswana-not as good SAAirlink from Botswana to Joburg - food was served and a drink on a short flight one stewardess but she was so pleasant and hard working. SAA Airbus 330-200 Jo'burg to London - on time again. Cabin crew were good food was presumably loaded in Jo'burg not as good particularly breakfast. Again seat hard and uncomfortable and plane was full. For an airline that is strapped financially SAA did a good job and compares well with other airlines charging more and giving less.,,Economy Class,,,4.0,yes,,2.0,4.0,4.0,,3.0,
78,south-african-airways,2015-01-25 00:03:00,,Last week flew SA060 and return SA061 Johannesburg-Lagos-Johannesburg. Flight to Lagos was delayed by 30 minutes due to 2 passengers not boarding so their luggage had to be removed. However we landed 15 minutes early in Lagos so all good. IFE was very good. Drinks served immediately after take off and Food very quickly after. Flight attendants when called responded quickly. past 7 years I have been mostly on Singapore Airlines ok SAA is not SIA but they still do an excellent job. Seats were also comfortable both ways was Airbus 340-600. Return flight left dead on time and arrive 20 minutes earlier in Johannesburg.,,Economy Class,,,5.0,yes,,5.0,4.0,5.0,,5.0,
79,south-african-airways,2015-01-09 00:03:00,,I flew SAA in January on my way back from Jo'burg to Munich and SAA surpassed all my expectations. The in-flight service was very good and the food was excellent. The seats are what you would expect from economy class but the IFE was also excellent. I will definitely choose SAA again!,,Economy Class,,,4.0,yes,,3.0,4.0,5.0,,4.0,
80,south-african-airways,2015-01-04 00:03:00,,Extremely disappointing business class once more. Seats on a 4 hours flight (JNB to MUR) were coach seats food was basically inedible and wines terrible shocking for a country that produces so many good wines. Entertainment made me remember was offered 15 years ago. The only positive thing was the very good cabin crew: they truly did everything they could.,,Business Class,,,1.0,no,,1.0,5.0,1.0,,1.0,
81,south-african-airways,2015-01-04 00:03:00,,I travelled business class between London-Jo'Burg twice this week. The first trip was excellent and had no complaints in fact I would recommend the service. The return trip was a different story. I got horrible service. First the guy directing people sent me to the wrong side of the plane (no issue really) but then the service team was not very polite. However I went to the washroom at one point and three of the service people were chatting I asked them if there was a washroom available on the other side they looked at me then went back to talking. Later I was woken up to get my tray ready but then breakfast never came. I got a coffee but why wake me up for breakfast and not serve any. I was highly annoyed by the service on the return trip.,,Business Class,,,0.0,yes,,4.0,2.0,4.0,,4.0,
82,south-african-airways,2015-01-04 00:03:00,,Flew Perth - Jo'burg - Nelspruit then Capetown - Jo'burg Perth all business. I had high expectations and I was quite disappointed. The staff were mostly delightful and very nice but I think they were let down by the product. The seats aren't very comfortable and the pillows are tiny and feel very old / used. I had to use 4 from business and 2 from economy class just to make it reasonable to sleep. The amenity kit was bad quality and contents weren't good - an old quilted type bag. I left it on board unopened.,,Business Class,,,3.0,no,,3.0,4.0,3.0,,3.0,
83,south-african-airways,2015-01-24 00:02:00,,SA 265 Feb 5. SA 264 on Feb 14. MUC-JNB return on A340-600: I am fully satisfied with my journey to and back from South Africa on SAA. While I attributed the very friendly and generous (in terms of the amount of drinks) service to the first flight being half-empty my very positive experience was confirmed on the second (return) flight when the plane was full to the last seat. The space in economy is more than sufficient and the seats recline properly. The IFA works very well however the choice of movies is rather poor. Due to the delicious wine served with the meal I did not care and slept nearly the entire nights through.,,Economy Class,,,5.0,yes,,5.0,5.0,5.0,,3.0,
84,south-african-airways,2015-01-19 00:01:00,,SA280/281 JNB-PER-JNB. Not a bad flight seat comfortable good pitch and at tentative cabin crew. Food and entertainment a little bland though.,,Economy Class,,,3.0,yes,,4.0,4.0,3.0,,3.0,
85,south-african-airways,2015-01-05 00:01:00,,Flight SA 40 / 41 (JNB-VIC/VIC-JNB) SA 337 (JNB-CPT) SA 420 (PZE-JNB): overall not very satisfied - complicated reservation (system problems long waits at phone etc.) long waiting at check in no preferred treatment as Star Alliance frequent flyer most of the check in staff is unfriendly some even rude. Lounges are all low quality level and also here very unfriendly staff the food at the lounges is below average. On board the staff was mostly OK. Food on all flights was not good. Seat comfort on most flights not very good except SA 337 where they use the long haul aircraft so you have much leg room. Overall an airline which I cannot recommend - unfortunately there is not much alternative within the region.,,Business Class,,,2.0,no,,2.0,1.0,2.0,,3.0,
86,south-african-airways,2015-01-05 00:01:00,,"JNB to IAD. Second time I have flown long-haul international with SAA and the second time I've had a good flying experience. Seats are older but very comfortable for a large man (6'4"" tall). Service in business class was superb. Smiles warmth and left us alone while we slept. The crew changed out in Dakar. The second crew was just as friendly and just as good.",,Business Class,,,5.0,yes,,5.0,5.0,5.0,,3.0,
87,south-african-airways,2015-01-05 00:01:00,,HKG-CPT via Johannesburg in economy. All flights on time and service was very professional. Was worried about not being able to make connecting flight to CPT while at JNB airport as the line was incredibly long but still managed to make good time. Cabin in JNB to HKG segment got a bit too hot and they obviously use their older aircraft to HKG. Inflight entertainment seemed a bit boring. Nonetheless I would fly them again.,,Economy Class,,,4.0,yes,,4.0,4.0,4.0,,3.0,
